a,b,m1a_probe_cv_auc,m1b_energy,m1b_energy_scalefree,m2_confusion_rate,m2_separability,same_base,adjacent_version,same_family,same_org,same_arch,same_tokenizer,near_relative,structurally_related,relation_inferred
internlm/internlm2_5-7b-chat,openchat/openchat_3.5,1.0,58.634554236132686,2.116612793617839,0.0,1.0,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,tiiuae/Falcon3-10B-Instruct,1.0,54.56489803627647,1.8254514582811339,0.0,1.0,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,tiiuae/Falcon3-7B-Instruct,1.0,55.68179077782315,1.9654946408643426,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,togethercomputer/Llama-2-7B-32K-Instruct,1.0,64.72362947416903,2.475138171921853,0.0,1.0,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,56.35214060920164,2.195717404471246,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,utter-project/EuroLLM-1.7B-Instruct,1.0,73.26685891054431,2.767049943844159,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-3.2-1B-Instruct,1.0,72.93322081103,2.531743663615276,0.0,1.0,False,False,False,True,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-3.2-3B-Instruct,1.0,63.488994083675166,2.1801731078459916,0.0,1.0,False,False,False,True,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,1.0,49.805080576105055,1.6749230478304324,0.0,1.0,False,False,False,True,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Meta-Llama-3-8B-Instruct,1.0,67.16254408277516,2.3834079017576437,0.0,1.0,False,False,False,True,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,74.14252187368395,2.818819680678414,0.0,1.0,False,False,False,True,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,76.5372762302774,2.762315162707311,0.0,1.0,False,False,False,True,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-medium-128k-instruct,1.0,74.39209846181522,2.9530942309657946,0.0,1.0,False,False,False,False,False,True,False,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-medium-4k-instruct,1.0,80.97321149473505,3.2138961589460084,0.0,1.0,False,False,False,False,False,True,False,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-mini-128k-instruct,1.0,54.11376236054592,1.8845603946268845,0.0,1.0,False,False,False,False,False,True,False,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-mini-4k-instruct,1.0,62.65842741381094,2.2126476224654232,0.0,1.0,False,False,False,False,False,True,False,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3.5-MoE-instruct,1.0,69.07329308172125,2.639072080340461,0.0,1.0,False,False,False,False,False,True,False,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3.5-mini-instruct,1.0,71.36134574701421,2.7090890634467293,0.0,1.0,False,False,False,False,False,True,False,False,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,1.0,63.432985295792065,2.2699988566211893,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,1.0,53.961993999322694,1.8716127826680298,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.3,1.0,61.90823834958131,2.2584819828730534,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,56.46041472017034,1.9938928029675134,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,nvidia/Llama3-ChatQA-1.5-8B,1.0,61.212966711404434,2.1072215213981154,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,openchat/openchat-3.6-8b-20240522,1.0,63.97903291498476,2.1977600037838023,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,openchat/openchat_3.5,1.0,70.10799497882253,2.5973005824334923,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,tiiuae/Falcon3-10B-Instruct,1.0,57.62308580366008,1.9746275658852697,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,tiiuae/Falcon3-7B-Instruct,1.0,64.49222156373662,2.3349635004574747,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,togethercomputer/Llama-2-7B-32K-Instruct,1.0,61.71711826800632,2.425980630050504,0.014705882352941176,0.9852941176470589,True,False,True,False,True,True,True,True,False
meta-llama/Llama-2-7b-chat-hf,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,64.31786008023636,2.577339402940231,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,utter-project/EuroLLM-1.7B-Instruct,1.0,65.80668253039372,2.553725135385873,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,1.0,54.58247505509884,1.680000480635882,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,1.0,58.853202457003434,1.9026010394982458,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,72.35756661208828,2.589279878073392,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,71.0130561938591,2.5408506717211967,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,55.397084169027465,1.760421521095358,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,57.31060824152317,1.8444382810894695,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,63.95324950531139,2.210838831512661,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,55.69760713540346,1.9143182168147892,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,61.67218535440652,2.009004896101302,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,52.062717242165,1.6483038057020865,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,59.46966537766069,1.9714624180292473,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,58.87988014929869,1.8950417858990614,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,55.38493338279608,1.7415028178453174,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,53.102573682222314,1.6664945193357914,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,openchat/openchat_3.5,1.0,62.462656155885824,2.099835307641603,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,56.639430816601596,1.7735534001340385,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,62.82044511221123,2.068227932190195,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,67.37456881476821,2.389687116277255,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,72.25591847542424,2.607673940266304,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,65.44607338686909,2.294524706474369,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,1.0,44.422860456433455,1.3542261675872678,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,1.0,65.80826887147838,2.10609396701726,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,71.59755635112776,2.533652993631289,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,69.5747434362442,2.4617675509090198,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,55.42724148683968,1.7440012313846893,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,58.01499948579138,1.8484536317172495,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,61.011184369432385,2.086514745056621,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,57.483602117539164,1.9546365580315608,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,55.10063950371013,1.776783696017515,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,48.18114605332199,1.5104183852555193,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,51.785644477404844,1.699069429916099,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,48.85877597677693,1.5568020220279566,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,52.41492300914953,1.6320233826244257,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Llama-3.2-3B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,54.64911694564809,1.6983163228970757,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Llama-3.2-3B-Instruct,openchat/openchat_3.5,1.0,60.75372320357606,2.0210800477777138,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,58.9757684107738,1.8287548283435389,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,63.61801194142534,2.073084147695691,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,61.58364865091163,2.160264283210735,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,70.47887577412075,2.515079162377141,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,62.04037522749067,2.151468847492976,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,55.65809169420129,1.856214123616319,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,56.22538986311821,1.7912045913284764,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Meta-Llama-3-70B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,60.132827057543295,2.0826454281165288,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,61.4409314769205,2.1276938613205174,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,45.279581049273645,1.3976768572839968,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,46.21300523807214,1.4441403067903078,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,50.698817582082725,1.6981468499888657,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,55.51490607311874,1.8490479875615582,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,48.961481172321356,1.5481346121546542,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,43.57420323743998,1.3401728346362374,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,49.183475937371554,1.5817933085987614,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,47.97654616709571,1.4993266521284203,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,46.53434661219889,1.4217126333496681,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3-70B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,47.1825642182971,1.4387967119080414,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3-70B-Instruct,openchat/openchat_3.5,1.0,56.18327774249056,1.8315841228069343,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,47.36175204818799,1.4411525462655124,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,49.69539294642179,1.5875965873972249,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,60.9047143852562,2.091355529289297,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,62.441669619482454,2.180439749275859,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3-70B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,54.940395801373015,1.8654879929669073,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,68.46180757994108,2.4082356776685683,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,66.72428582371661,2.442613914029237,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,66.69213416040076,2.441125785780657,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,55.552818685841984,1.8013364049706317,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,58.59410883042813,1.9246634194967709,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,62.71517391977936,2.216174483393532,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,60.54741467080589,2.1269355717039136,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,55.11798734744758,1.8330150041567914,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,52.74706144037514,1.70386325098037,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,55.99730394769179,1.8958387433379351,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,56.63235750816242,1.8603245320504707,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,60.865412587218685,1.9524005560985231,0.0,1.0,True,False,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3-8B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,51.57690838079397,1.6511724600825763,0.0,1.0,True,False,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3-8B-Instruct,openchat/openchat_3.5,1.0,61.3601198809269,2.107280444584541,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,53.96792278668007,1.7238146027565673,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,59.208137297547026,1.9904742287964556,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,69.50376895661897,2.521396215315079,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,71.18242359622296,2.6285340219254185,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,68.34603204493034,2.450169007743285,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,71.50543815541704,2.557725615127373,0.0,1.0,False,True,True,True,True,True,True,True,False
meta-llama/Meta-Llama-3.1-70B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,69.0047221938183,2.71242506696312,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,72.57831805584725,2.8525049392268054,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,64.47727986836352,2.2261750529594324,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,68.92946170063226,2.4128800045108316,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,77.40370669592609,2.929481866775138,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,69.76650150984608,2.6237429501827316,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,59.19057739477506,2.0994737294113905,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,62.41534920733475,2.1462727680617446,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,62.56532760357142,2.261907112827574,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,67.46437590561544,2.361729228238638,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,73.24865120411955,2.5001134341221514,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3.1-70B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,66.73562436250015,2.2730107260864214,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3.1-70B-Instruct,openchat/openchat_3.5,1.0,70.60088630949384,2.591654034578671,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,59.7164538700677,2.0290501627011523,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,60.026777429156226,2.1538735348894034,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,85.30532586521366,3.3206863385316647,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,82.13770312885804,3.258898315248071,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3.1-70B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,77.44175802335255,2.976480867121618,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,77.28309574757708,2.8788418693428266,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,72.92190808663514,2.7160327489125398,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,56.97685390985231,1.8761994523656094,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,58.5727820239652,1.9542324565148,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3.5-MoE-instruct,1.0,59.75615751628891,2.1473939497206387,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,63.037665277349106,2.2517134919034096,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,57.8739179607104,1.9553303092390852,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,56.405840414162476,1.8502343823678422,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,57.70096129193908,1.9852110779540582,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,55.55732333602398,1.853724896198545,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,63.436280973199516,2.0661195454637893,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3.1-8B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,56.22693729019373,1.8276276684190416,0.0,1.0,False,True,True,False,True,True,True,True,False
meta-llama/Meta-Llama-3.1-8B-Instruct,openchat/openchat_3.5,1.0,61.191343917924684,2.136076713951336,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,60.70822037310841,1.9687631967997938,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,62.68889917131814,2.1414390413930247,0.0,1.0,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,74.34896186112677,2.744107997126718,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,71.08297867103401,2.671378166289,0.0,1.0,False,False,False,False,True,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,71.20285203460219,2.5964776107777343,0.0,1.0,False,False,False,False,True,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-mini-128k-instruct,1.0,48.434748327780255,1.7390161222431557,0.014705882352941176,0.9852941176470589,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-mini-4k-instruct,1.0,49.835992353007114,1.8151318870518107,0.014705882352941176,0.9852941176470589,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3.5-mini-instruct,1.0,85.27897638490062,3.347029631057472,0.0,1.0,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,63.675360003670136,2.351239941340463,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,66.81563754960638,2.3888865967926667,0.0,1.0,False,False,False,False,False,False,False,False,False
